Part No.,Description,Brand,Classification,Product Group,Category,Stock Available,RRP,Special RRP,Cassons Standard Price,Sell Price,UPC Code
"DEW27FSU","DENSO SPARK PLUG W27FSU (B9HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","73","6.95","3.95","3.03","2.12","042511040526"
"DEW27FSRU10","DENSO SPARK PLUG W27FSR-U10(BR9HS-10) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","2","7.50","3.95","3.00","2.10",""
"DEIUF22","DENSO IRIDIUM SPARK PLUG IUF22(CR7HIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","21","28.95","20.95","17.58","12.31",""
"DEW9LMRUS","DENSO SPARK PLUG W9LMR-US (BR2-LM) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","24","6.95","3.95","3.03","2.12","042511060715"
"DEU16FSRUB","DENSO SPARK PLUG U16FSR-UB (CR5HSB) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","60","7.50","3.95","3.03","2.12","042511060500"
"DEIU24A","DENSO IRIDIUM SPARK PLUG IU24A(CR8EK/R017-8) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","16","28.95","20.95","17.58","12.31","042511053656"
"DEIXU22","DENSO IRIDIUM SPARK PLUG IXU22 (DCR7EIX/DCPR7EIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","2","28.95","20.95","17.58","12.31","042511053090"
"DEIXU27","DENSO IRIDIUM SPARK PLUG IXU27 (DCPR9EIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","18","28.95","20.95","17.58","12.31",""
"DEW22FPRU","DENSO SPARK PLUG W22FPR-U (BPR7HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","70","5.95","3.95","3.00","2.10",""
"DEW20FSU","DENSO SPARK PLUG W20FS-U (B6HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","12","6.95","3.95","3.03","2.12",""
"DEW27ESRU","DENSO SPARK PLUG W27ESR-U (BR9ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","15","7.50","3.95","3.03","2.12","042511040458"
"DEXU24EPU","DENSO SPARK PLUG XU24EP-U (DCP8E) [10] CTN10","DENSO","Motorcycle","Parts","Spark Plugs","3","6.95","3.95","3.03","2.12",""
"DEW22FSR","DENSO SPARK PLUG W22FSR (BR7HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","5.95","3.95","3.00","2.10",""
"DEW22ESZU","DENSO SPARK PLUG W22ESZU (B7EV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","13","5.95","3.95","3.03","2.12",""
"DEW20MPU","DENSO SPARK PLUG W20MPU (BPM6A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12",""
"DEIT20","DENSO SPARK PLUG IT20 IRIDIUM (BPR6EFIX10) [4] CTN4","DENSO","Motorcycle","Parts","Spark Plugs","4","28.95","21.95","18.16","12.71",""
"DEIQ24","DENSO SPARK PLUG IQ24 IRIDIUM (BCPR8EVX11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","4","28.95","14.95","12.09","8.46",""
"DEIQ22","DENSO SPARK PLUG IQ22 IRIDIUM (BCPR7EVX11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","10","28.95","15.95","13.22","9.25",""
"DEX27EPRU9","DENSO SPARK PLUG X27EPR-U9 (DPR9EA9) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","100","7.50","3.95","3.03","2.12",""
"DEQ16PRU11","DENSO SPARK PLUG Q16PR-U11 (BCPR5EY-11) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","3","7.50","3.95","3.03","2.12","042511031869"
"DEIU27","DENSO IRIDIUM SPARK PLUG IU27(CR9EIA9) CTN4 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","38","28.95","20.95","17.58","12.31",""
"DEW20FPU","DENSO SPARK PLUG W20FP-U (BP6HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","19","6.95","3.95","3.03","2.12",""
"DEIQ20","DENSO IRIDIUM SPARK PLUG IQ20(BCP6EVX11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","22","28.95","20.95","17.58","12.31",""
"DEW24FRL","DENSO SPARK PLUG W24FRL(BR8HS/HSA) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","7.50","3.95","3.00","2.10",""
"DEW14EPRU","DENSO SPARK PLUG W14EPR-U (BPR4ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","40","7.50","3.95","3.03","2.12","042511060111"
"DEU31ESRN","DENSO SPARK PLUG U31ESR-N (CR10E) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","14","7.50","3.95","3.03","2.12","042511041875"
"DEIW24","DENSO IRIDIUM SPARK PLUG IW24(BR8EIX/R41185-8) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","40","28.95","20.95","17.58","12.31","042511053168"
"DEIX22B","DENSO IRIDIUM SPARK PLUG IX22B (DP(R)7EA9EIX9EV9) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","22","28.95","20.95","17.58","12.31",""
"DEIK24C11","DENSO IRIDIUM SPARK PLUG IK24C11 (FR8BI-11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","52","28.95","20.95","17.58","12.31","042511053359"
"DEIW22","DENSO IRIDIUM SPARK PLUG IW22(BPR7EIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","12","28.95","20.95","17.58","12.31",""
"DEM17","DENSO SPARK PLUG M17 (A6) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","20","6.95","2.95","2.39","1.67","042511050020"
"DEW20MRU","DENSO SPARK PLUG W20MR-U (BMR6A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","32","5.95","3.95","3.00","2.10","042511060258"
"DEX24FSU","DENSO SPARK PLUG X24FS-U (D8HA) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","33","6.95","3.95","3.03","2.12",""
"DEX22ESRU","DENSO SPARK PLUG X22ESR-U (DR7ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","7.50","3.95","3.03","2.12",""
"DEX20FSRU","DENSO SPARK PLUG X20FSRU (DR6HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","7.50","3.95","3.03","2.12",""
"DEU24FSZU","DENSO SPARK PLUG U24FSZU (C8HV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","8","6.95","3.95","3.03","2.12",""
"DEVUH27ES","DENSO SPARK PLUG VUH27ES  IMR9C9HES CTN4","DENSO","Motorcycle","Parts","Spark Plugs","6","39.95","23.95","20.42","14.29","042511056428"
"DEP16PR-11","DENSO SPARK PLUG P16PR-11 (PGR5A-11) AUTO CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","14.95","10.95","9.06","6.34",""
"DEK22PRU11","DENSO SPARK PLUG K22PRU-11 (BKR7E11) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","11","7.50","5.95","4.82","3.37",""
"DEK16PRU11","DENSO SPARK PLUG K16PRU11 (BKR5ESA-11) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","7.50","4.95","3.61","2.53",""
"DEIWM24","DENSO SPARK PLUG IWM24 IRIDIUM (BR8ECMIX) [4] CTN4","DENSO","Motorcycle","Parts","Spark Plugs","17","28.95","12.95","10.57","7.40","042511053915"
"DEIU01-24","DENSO SPARK PLUG IU01-24 IRIDIUM (R016-88/R0406A-8) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","4","65.95","47.95","40.25","28.18",""
"DEIQ31","DENSO IRIDIUM SPARK PLUG IQ31 (BR10EG) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","8","28.95","20.95","17.58","12.31",""
"DEW20ESRU","DENSO SPARK PLUG W20ESR-U (BPR6ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","37","7.50","3.95","3.03","2.12","042511030572"
"DEW9LMUS","DENSO SPARK PLUG W9LM-US (B2-LM) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","24","6.95","3.95","3.03","2.12","042511060579"
"DEW22MU","DENSO SPARK PLUG W22M-U (BM7A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12",""
"DEW24FSU","DENSO SPARK PLUG W24FS-U (B8HCS/B8HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","24","6.95","3.95","3.03","2.12",""
"DEW20EXU","DENSO SPARK PLUG W20EX-U (BP6EY) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","6.95","3.95","3.03","2.12","042511032040"
"DEXU20EPRU","DENSO SPARK PLUG XU20EPR-U (DCPR6E) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","24","7.50","3.95","3.03","2.12",""
"DEX27ESRU","DENSO SPARK PLUG X27ESR-U (DR9ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","45","7.50","3.95","3.03","2.12",""
"DEIU27D","DENSO IRIDIUM SPARK PLUG IU27D(CR9EIA9) CTN4 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","18","28.95","20.95","17.58","12.31",""
"DEW20FSRU","DENSO SPARK PLUG W20FSR-U (BR6HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","20","7.50","3.95","3.03","2.12","042511060531"
"DEU22ESRN","DENSO SPARK PLUG U22ESR-N (CR7E) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","42","7.50","3.95","3.03","2.12",""
"DEW20EPU","DENSO SPARK PLUG W20EP-U (BP6ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","36","6.95","3.95","3.03","2.12","042511030435"
"DEW22MPU","DENSO SPARK PLUG W22MP-U (BPM7A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","14","6.95","3.95","3.03","2.12",""
"DEX31ESZU","DENSO SPARK PLUG X31ESZU (D10EV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12",""
"DEW9U","DENSO SPARK PLUG W9U (B2) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","17","6.95","3.95","3.00","2.10",""
"DEW31EMRZU","DENSO SPARK PLUG W31EMRZU (BR10ECMVX) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","2","21.95","7.95","6.00","4.20",""
"DEU27ESRN-B","DENSO SPARK PLUG U27ESRN-B (CR9EB) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","8","7.50","3.95","3.03","2.12",""
"DEU27ESNZU","DENSO SPARK PLUG U27ESNZU (CR9EVX) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","17","7.50","3.95","3.03","2.12",""
"DEU27FER9","DENSO SPARK PLUG U27FER9 (CR9EH9) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","50","7.50","3.95","3.03","2.12",""
"DEIK16","DENSO IRIDIUM SPARK PLUG IK16 (BKR5EIX-11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","7","28.95","20.95","17.58","12.31","042511053038"
"DEU31FER9","DENSO SPARK PLUG U31FER9 (CR10EH9) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","7.50","3.95","3.00","2.10",""
"DEW22EPU","DENSO SPARK PLUG W22EP-U (BP7ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","5.95","3.95","3.03","2.12",""
"DEX27ETR","DENSO SPARK PLUG X27ETR (JR9B/JR9C) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","16","20.95","5.95","4.85","3.40",""
"DEX22EPU9","DENSO SPARK PLUG X22EP-U9 (DP7EA9) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","17","6.95","3.95","3.03","2.12","042511040854"
"DEX20FSU","DENSO SPARK PLUG X20FS-U (D6HA/S) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","85","6.95","2.95","2.39","1.67","x20fsu"
"DEW14FPRUL","DENSO SPARK PLUG W14FPR-UL (BPR4HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","18","7.50","","3.03","3.03","042511040168"
"DEIU22","DENSO IRIDIUM SPARK PLUG IU22(CR7EIA9) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","18","28.95","20.95","17.58","12.31","042511053618"
"DEIX24","DENSO IRIDIUM SPARK PLUG IX24 (D(R)8EAEVXV/JR8BC) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","15","28.95","20.95","17.58","12.31",""
"DEJ16ARU11","DENSO SPARK PLUG J16ARU11 (BRE527Y11) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","7.50","3.95","3.00","2.10","042511030008"
"DEW16EPRU","DENSO SPARK PLUG W16EPR-U (BPR5ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","21","7.50","3.95","3.03","2.12",""
"DEU24FSRU","DENSO SPARK PLUG U24FSR-U (CR8HS/A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","1","7.50","3.95","3.03","2.12","042511040106"
"DEU24FER9","DENSO SPARK PLUG U24FER9 (CR8EH9) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","3","7.50","3.95","3.03","2.12","042511041271"
"DEW20FPRU","DENSO SPARK PLUG W20FPR-U (BPR6HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","6","7.50","3.95","3.03","2.12","042511030701"
"DEW14FPU","DENSO SPARK PLUG W14FP-U(BP4HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","9","6.95","3.95","3.03","2.12","042511040137"
"DEW34ESZU","DENSO SPARK PLUG W34ES-ZU (B11EGV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","11","21.95","11.95","9.67","6.77",""
"DEW31ESU","DENSO SPARK PLUG W31ES-U (B10ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","23","6.95","3.95","3.03","2.12",""
"DEX27ESU","DENSO SPARK PLUG X27ES-U (D9EA) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","6","6.95","3.95","3.03","2.12",""
"DEW14MPU10","DENSO SPARK PLUG W14MP-U10(BPM4A-10) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","14","5.95","2.95","2.39","1.67",""
"DEX24GPRU","DENSO SPARK PLUG X24GPR-U (DPR8Z) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","4","13.50","3.95","3.03","2.12",""
"DEW20ESU","DENSO SPARK PLUG W20ES-U (B6ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","6.95","3.95","3.03","2.12",""
"DEIX27","DENSO IRIDIUM SPARK PLUG IX27 (D9EVXV/DR9EAIX/J9B) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","5","28.95","20.95","17.58","12.31",""
"DEX27EPU9","DENSO SPARK PLUG X27EPU-9 (DP9EA-9) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","6","6.95","3.95","3.03","2.12",""
"DEX24ESZU","DENSO SPARK PLUG X24ES-ZU (D8EV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","6.95","3.95","3.03","2.12",""
"DEW27EPT","DENSO SPARK PLUG W27EPT (B9EP) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12",""
"DEK22PB","DENSO SPARK PLUG K22PB (BCP7ET) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","4","6.95","3.95","3.03","2.12",""
"DET20MU","DENSO SPARK PLUG T20M-U (BM6F) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","22","6.95","3.95","3.03","2.12","042511060395"
"DEU24ETR","DENSO SPARK PLUG U24ETR (CR8EK) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","37","13.50","5.95","4.85","3.40",""
"DEXU22EPRU","DENSO SPARK PLUG XU22EPRU (DCPR7E) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","1","7.50","3.95","3.03","2.12","042511031791"
"DEIU20","DENSO IRIDIUM SPARK PLUG IU20(CR6EIA9) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","4","28.95","20.95","17.58","12.31",""
"DEIX27B","DENSO IRIDIUM SPARK PLUG IX27B (DPR9EIX9/PJR9A) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","6","28.95","20.95","17.58","12.31","042511053779"
"DEW14FPUL","DENSO SPARK PLUG W14FP-UL (BP4HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","20","6.95","3.95","3.03","2.12","042511040144"
"DEW16EXU","#DENSO W16EX-U (BP5ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","27","6.95","3.95","3.03","2.12",""
"DEU24ESRN","DENSO SPARK PLUG U24ESR-N (CR8E) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","100","7.50","3.95","3.03","2.12","042511041264"
"DEX24ESRU","DENSO SPARK PLUG X24ESR-U (DR8ES/-L) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","18","7.50","3.95","3.03","2.12","042511041011"
"DEW20MU","DENSO SPARK PLUG W20M-U (BM6A/CJ8) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","88","5.95","3.95","3.03","2.12","042511060227"
"DEW9FPUL","DENSO SPARK PLUG W9FP-UL (BP2HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12","042511041523"
"DEW14FRU","DENSO SPARK PLUG W14FR-U (BR4HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","12","7.50","3.95","3.00","2.10","042511040175"
"DEY27FERC","DENSO SPARK PLUG Y27FER-C (ER9EH) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","24","42.95","15.95","13.60","9.52",""
"DEIUH24","DENSO IRIDIUM SPARK PLUG IUH24(CR8EHIX9) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","20","28.95","20.95","17.58","12.31","042511053687"
"DEX31ETR","DENSO SPARK PLUG X31ETR (JR10A/C) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","58","20.95","5.95","4.82","3.37",""
"DEK16PRU","DENSO SPARK PLUG K16PR-U (BKR5E/BKR5ES) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","100","7.50","5.95","4.85","3.40","042511031913"
"DEIXU24","DENSO IRIDIUM SPARK PLUG IXU24 (DCPR8EIX/DRC8EIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","24","28.95","20.95","17.58","12.31",""
"DEU24FSU","DENSO SPARK PLUG U24FS-U (C8HSA) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","69","6.95","3.95","3.03","2.12","042511040090"
"DEIK27C11","DENSO IRIDIUM SPARK PLUG IK27C11(FR9BI-11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","19","28.95","20.95","17.58","12.31","042511053366"
"DEIQ16","DENSO IRIDIUM SPARK PLUG IQ16 (BCPR5EIX11) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","20","28.95","20.95","17.58","12.31",""
"DEW16FPU","DENSO SPARK PLUG W16FP-U (BP5HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","60","6.95","3.95","3.03","2.12",""
"DEX20ESU","DENSO SPARK PLUG X20ES-U (D6EA) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","100","6.95","3.95","3.03","2.12","042511040762"
"DEX24EPRZU9","DENSO SPARK PLUG X24EPRZU9 (DPR8EV9) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","5","7.50","3.95","3.03","2.12",""
"DEW20EPRUA","DENSO SPARK PLUG W20EPRUA (BPR6ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","7.50","3.95","3.03","2.12",""
"DEW16LS","DENSO SPARK PLUG W16LS (B6L) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","6.95","3.95","3.03","2.12",""
"DEU31FSZU","DENSO SPARK PLUG U31FS-ZU (C10HVX) [10] CTN10","DENSO","Motorcycle","Parts","Spark Plugs","20","12.95","8.95","7.65","5.36",""
"DEW31EMRC","DENSO SPARK PLUG W31EMR-C (BR10ECM) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","19","21.95","7.95","6.00","4.20",""
"DEW27ESRV","DENSO SPARK PLUG W27ESR-V (BR9EG) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","50","21.95","9.95","7.85","5.50",""
"DEW22FSZU","DENSO SPARK PLUG W22FSZU (B7HV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","26","5.95","3.95","3.03","2.12",""
"DEU24ESRNB","DENSO SPARK PLUG U24ESRNB (CR8EB) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","36","7.50","3.95","3.03","2.12",""
"DEQ16PRU","DENSO SPARK PLUG Q16PRU (BCPR5ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","22","7.50","5.95","4.87","3.41",""
"DEIXG24","DENSO SPARK PLUG IXG24 IRIDIUM (DPR8ZIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","2","28.95","15.95","13.22","9.25",""
"DEK20PBR","DENSO SPARK PLUG K20PBR (BCPR6ET) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","7.50","3.95","3.00","2.10","042511050600"
"DEIWM31","DENSO IRIDIUM SPARK PLUG IWM31 (BR10ECMIXVX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","18","28.95","20.95","17.58","12.31",""
"DEIUH27D","DENSO IRIDIUM SPARK PLUG IUH27D(IMR9A9H) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","4","28.95","20.95","17.58","12.31",""
"DEX24EPRU9","DENSO SPARK PLUG X24EPR-U9 (DPR8EA9) CTN10 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","76","7.50","3.95","3.03","2.12","042511040960"
"DEX27GPRU","DENSO SPARK PLUG X27GPR-U (DPR9Z) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","13","6.95","3.95","3.03","2.12",""
"DEU31FERZU9","DENSO SPARK PLUG U31FER-ZU9 CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","15.95","11.95","9.67","6.77",""
"DEIU27A","DENSO IRIDIUM SPARK PLUG IU27A(CR9EK/R017-9) CTN4 [SPC01]","DENSO","Motorcycle","Parts","Spark Plugs","31","28.95","20.95","17.58","12.31","042511053663"
"DEU20FSU","DENSO SPARK PLUG U20FS-U (C6HSA) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","25","6.95","3.95","3.03","2.12",""
"DEW24FPRU10","DENSO SPARK PLUG W24FPRU10 (BP8HS-10) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","40","6.95","3.95","3.00","2.10",""
"DEW14MRU","DENSO SPARK PLUG W14MR-U (BMR4A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","50","5.95","3.95","3.00","2.10","042511060197"
"DEIK22","DENSO IRIDIUM SPARK PLUG IK22 (BKR7EIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","39","28.95","20.95","17.58","12.31","042511053106"
"DEIX24B","DENSO IRIDIUM SPARK PLUG IX24B (DP(R)8EA9EIX9EVX9) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","11","28.95","20.95","17.58","12.31",""
"DEIWF24","DENSO IRIDIUM SPARK PLUG IWF24 (BPR8HS/BR8HIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","29","28.95","20.95","17.58","12.31",""
"DEK22PRU","DENSO SPARK PLUG K22PR-U (BKR7E/BKR7ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","14","7.50","5.95","4.85","3.40","042511031456"
"DEW24EPRU","DENSO SPARK PLUG W24EPR-U (BPR8ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","7.50","3.95","3.03","2.12",""
"DEIWF27","DENSO IRIDIUM SPARK PLUG IWF27 (BR9HS/BR9HIX) CTN4","DENSO","Motorcycle","Parts","Spark Plugs","5","28.95","20.95","17.58","12.31",""
"DEU16FSRU","DENSO SPARK PLUG U16FSRU CTN10","DENSO","Motorcycle","Parts","Spark Plugs","8","7.50","3.95","3.03","2.12","042511041714"
"DEW24ESRU","DENSO SPARK PLUG W24ESR-U (BR8ES) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","11","7.50","3.95","3.03","2.12","042511040335"
"DEW20SU","DENSO SPARK PLUG W20S-U (B6S) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","30","5.95","3.95","3.03","2.12",""
"DEXU24EPRZU","DENSO SPARK PLUG XU24EPR-ZU (DCPR8EV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","7.50","3.95","3.03","2.12",""
"DEX24ESGU","DENSO SPARK PLUG X24ESGU (D8EG) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12",""
"DEW16PU","DENSO SPARK PLUG W16PU (BP5S) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","6.95","3.95","3.03","2.12",""
"DEW16FSU","DENSO SPARK PLUG W16FSU (B5HS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","46","6.95","3.95","3.03","2.12",""
"DEU22FSZU","DENSO SPARK PLUG U22FSZU (C7HV) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","5","6.95","3.95","3.03","2.12",""
"DET20PU","DENSO SPARK PLUG T20P-U (BP6FS) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","6","6.95","3.95","3.03","2.12",""
"DEK20PRU11","DENSO SPARK PLUG K20PR-U11 (BKR6ES11) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","10","7.50","","4.85","4.85",""
"DEK20HRU11","DENSO SPARK PLUG K20HRU11 (LFR6A) CTN10","DENSO","Motorcycle","Parts","Spark Plugs","6","7.50","5.95","4.85","3.40",""
"525VX3GBZJ","DID RIVET LINK (ZB)  525VX3 GLD/BLK","DID","Motorcycle","Parts","Chains","48","9.95","","5.65","5.65","4525516395946"
"525VX3124ZB","DID PRO STREET X-RING 525VX3 124ZB (CTN10)","DID","Motorcycle","Parts","Chains","0","174.95","","99.40","99.40","4525516392273"
"420DRJ","DID CLIP LINK (RB) 420D RJ (LOOSE FIT )","DID","Motorcycle","Parts","Chains","15","4.95","","2.81","2.81","4525516344944"
"530ZVMX2GG122ZB","DID SUPER STREET X-RING 530ZVM-X2 GLD/GLD 122ZB (CTN10) (WAS 530ZVMXGG122ZB)","DID","Motorcycle","Parts","Chains","0","289.95","","164.74","164.74","4525516140720"
"530ZVMX122ZB","DID SUPER STREET X-RING 530ZVM-X 122ZB (CTN10) [ONC01] #","DID","Motorcycle","Parts","Chains","4","274.95",".00","154.96","125.00","4525516340267"
"525VX3GB124FB","DID PRO STREET X-RING 525VX3 GLD/BLK 124FB (CTN10)","DID","Motorcycle","Parts","Chains","50","179.95","","102.24","102.24","4525516389273"
"525VX3ZJ","DID RIVET LINK (ZB)  525VX3","DID","Motorcycle","Parts","Chains","5","9.95","","5.65","5.65","4525516392945"
"520RJ","DID CLIP LINK (RB) 520 RJ (LOOSE FIT )","DID","Motorcycle","Parts","Chains","0","4.95","","2.81","2.81","4525516160940"
"520NZSDH120FB","DID SUPER NON-O-RING 520NZ SDH 120FB (CTN10)","DID","Motorcycle","Parts","Chains","42","94.95","","53.95","53.95","4525516169257"
"428NZSDH136FB","DID SUPER NON-O-RING 428NZ SDH 136FB (CTN25)","DID","Motorcycle","Parts","Chains","12","82.95","","47.13","47.13","4525516166331"
"428HD136RB","DID STANDARD 428HD 136RB (CTN25)","DID","Motorcycle","Parts","Chains","0","47.95","","27.24","27.24","4525516348331"
"530NZSDH120FB","DID SUPER NON-O-RING 530NZ SDH 120FB (CTN10)","DID","Motorcycle","Parts","Chains","13","119.95","","68.15","68.15","4525516171250"
